Identifier,Age,Schooling,Choice,Wage,Choice_t_1,Experience_Blue,Experience_Military,Experience_White
,,,,,,5.0,,1.0
1975.0,16.0,10.0,Schooling,,,,,
1975.0,17.0,11.0,Schooling,,Schooling,,,
1975.0,18.0,12.0,Home,,Schooling,,,
1975.0,19.0,12.0,Military,8428.644,Home,,1.0,
1975.0,20.0,12.0,Military,8509.053,Military,,2.0,
1975.0,21.0,12.0,Military,8975.573,Military,,3.0,
1975.0,22.0,12.0,Military,7592.282,Military,,4.0,
1975.0,23.0,12.0,Home,,Military,,4.0,
,,,,,,,4.0,
,,,,,,,4.0,
,,,,,,,4.0,
1977.0,16.0,10.0,Schooling,,,,,
1977.0,17.0,11.0,Schooling,,Schooling,,,
1977.0,18.0,12.0,Blue,9022.569,Schooling,1.0,,
1977.0,19.0,12.0,Blue,10460.7,Blue,2.0,,
1977.0,20.0,12.0,Blue,11148.63,Blue,3.0,,
1977.0,21.0,12.0,Blue,11902.18,Blue,4.0,,
1977.0,22.0,12.0,Blue,13869.22,Blue,5.0,,
1977.0,23.0,12.0,Blue,15826.62,Blue,6.0,,
1977.0,24.0,12.0,Blue,17549.57,Blue,7.0,,
,,,,,,7.0,,
,,,,,,7.0,,
1978.0,16.0,9.0,Schooling,,,,,
1978.0,17.0,10.0,Schooling,,Schooling,,,
1978.0,18.0,11.0,Schooling,,Schooling,,,
1978.0,19.0,12.0,Schooling,,Schooling,,,
1978.0,20.0,13.0,Schooling,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
1989.0,16.0,10.0,Schooling,,,,,
1989.0,17.0,11.0,Schooling,,Schooling,,,
1989.0,18.0,12.0,Schooling,,Schooling,,,
1989.0,19.0,13.0,Military,8563.245,Schooling,,1.0,
1989.0,20.0,13.0,Military,11379.61,Military,,2.0,
1989.0,21.0,13.0,Military,11084.98,Military,,3.0,
1989.0,22.0,13.0,Military,9779.925,Military,,4.0,
1989.0,23.0,13.0,White,11121.56,Military,,4.0,1.0
1989.0,24.0,13.0,White,14991.49,White,,4.0,2.0
,,,,,,,4.0,2.0
,,,,,,,4.0,2.0
1991.0,16.0,9.0,Home,,,,,
1991.0,17.0,9.0,Home,,Home,,,
1991.0,18.0,9.0,Home,,Home,,,
1991.0,19.0,9.0,Home,,Home,,,
1991.0,20.0,9.0,Home,,Home,,,
1991.0,21.0,9.0,Home,,Home,,,
1991.0,22.0,9.0,Home,,Home,,,
1991.0,23.0,9.0,Blue,9132.408,Home,1.0,,
1991.0,24.0,9.0,Blue,,Blue,2.0,,
1991.0,25.0,9.0,Home,,Blue,2.0,,
,,,,,,2.0,,
1992.0,16.0,8.0,Home,,,,,
1992.0,17.0,8.0,Home,,Home,,,
1992.0,18.0,8.0,Blue,7995.223,Home,1.0,,
1992.0,19.0,8.0,White,11206.69,Blue,1.0,,1.0
1992.0,20.0,8.0,Home,,White,1.0,,1.0
1992.0,21.0,8.0,Home,,Home,1.0,,1.0
1992.0,22.0,8.0,Schooling,,Home,1.0,,1.0
1992.0,23.0,9.0,Home,,Schooling,1.0,,1.0
1992.0,24.0,9.0,Home,,Home,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
1998.0,16.0,10.0,Schooling,,,,,
1998.0,17.0,11.0,Schooling,,Schooling,,,
1998.0,18.0,12.0,White,8902.142,Schooling,,,1.0
1998.0,19.0,12.0,White,8887.365,White,,,2.0
1998.0,20.0,12.0,Home,,White,,,2.0
1998.0,21.0,12.0,Home,,Home,,,2.0
1998.0,22.0,12.0,Military,11655.67,Home,,1.0,2.0
1998.0,23.0,12.0,Military,19203.79,Military,,2.0,2.0
1998.0,24.0,12.0,Blue,4541.456,Military,1.0,2.0,2.0
,,,,,,1.0,2.0,2.0
,,,,,,1.0,2.0,2.0
2001.0,16.0,9.0,Schooling,,,,,
2001.0,17.0,10.0,Schooling,,Schooling,,,
2001.0,18.0,11.0,Home,,Schooling,,,
2001.0,19.0,11.0,Home,,Home,,,
2001.0,20.0,11.0,Home,,Home,,,
2001.0,21.0,11.0,Home,,Home,,,
2001.0,22.0,11.0,Home,,Home,,,
2001.0,23.0,11.0,Home,,Home,,,
2001.0,24.0,11.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
2005.0,16.0,10.0,Schooling,,,,,
2005.0,17.0,11.0,Schooling,,Schooling,,,
2005.0,18.0,12.0,Schooling,,Schooling,,,
2005.0,19.0,13.0,Schooling,,Schooling,,,
2005.0,20.0,14.0,Schooling,,Schooling,,,
2005.0,21.0,15.0,Schooling,,Schooling,,,
2005.0,22.0,16.0,Blue,,Schooling,1.0,,
2005.0,23.0,16.0,White,20864.5,Blue,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
2006.0,16.0,10.0,Schooling,,,,,
2006.0,17.0,11.0,Schooling,,Schooling,,,
2006.0,18.0,12.0,Schooling,,Schooling,,,
2006.0,19.0,13.0,Schooling,,Schooling,,,
2006.0,20.0,14.0,Schooling,,Schooling,,,
2006.0,21.0,15.0,Home,,Schooling,,,
2006.0,22.0,15.0,Schooling,,Home,,,
2006.0,23.0,16.0,White,16344.25,Schooling,,,1.0
2006.0,24.0,16.0,White,27310.65,White,,,2.0
2006.0,25.0,16.0,White,26346.28,White,,,3.0
,,,,,,,,3.0
2007.0,16.0,10.0,Schooling,,,,,
2007.0,17.0,11.0,Schooling,,Schooling,,,
2007.0,18.0,12.0,Schooling,,Schooling,,,
2007.0,19.0,13.0,Schooling,,Schooling,,,
2007.0,20.0,14.0,White,3893.7,Schooling,,,1.0
2007.0,21.0,14.0,White,5904.941,White,,,2.0
2007.0,22.0,14.0,White,13406.43,White,,,3.0
2007.0,23.0,14.0,White,24774.13,White,,,4.0
2007.0,24.0,14.0,White,28646.66,White,,,5.0
2007.0,25.0,14.0,White,36087.29,White,,,6.0
,,,,,,,,6.0
2015.0,16.0,10.0,Schooling,,,,,
2015.0,17.0,11.0,Home,,Schooling,,,
2015.0,18.0,11.0,Home,,Home,,,
2015.0,19.0,11.0,Blue,5912.244,Home,1.0,,
2015.0,20.0,11.0,Home,,Blue,1.0,,
2015.0,21.0,11.0,Blue,5862.499,Home,2.0,,
2015.0,22.0,11.0,Schooling,,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2019.0,16.0,11.0,Schooling,,,,,
2019.0,17.0,12.0,Blue,13737.53,Schooling,1.0,,
2019.0,18.0,12.0,Home,,Blue,1.0,,
2019.0,19.0,12.0,White,8819.204,Home,1.0,,1.0
2019.0,20.0,12.0,Schooling,,White,1.0,,1.0
2019.0,21.0,13.0,Schooling,,Schooling,1.0,,1.0
2019.0,22.0,14.0,Schooling,,Schooling,1.0,,1.0
2019.0,23.0,15.0,White,,Schooling,1.0,,2.0
,,,,,,1.0,,2.0
,,,,,,1.0,,2.0
,,,,,,1.0,,2.0
2020.0,16.0,9.0,Schooling,,,,,
2020.0,17.0,10.0,Schooling,,Schooling,,,
2020.0,18.0,11.0,Schooling,,Schooling,,,
2020.0,19.0,12.0,Blue,9521.139,Schooling,1.0,,
2020.0,20.0,12.0,Blue,10551.43,Blue,2.0,,
2020.0,21.0,12.0,Blue,12226.39,Blue,3.0,,
2020.0,22.0,12.0,Home,,Blue,3.0,,
2020.0,23.0,12.0,Home,,Home,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
2022.0,16.0,10.0,Schooling,,,,,
2022.0,17.0,11.0,Schooling,,Schooling,,,
2022.0,18.0,12.0,Blue,5883.502,Schooling,1.0,,
2022.0,19.0,12.0,Blue,,Blue,2.0,,
2022.0,20.0,12.0,Blue,,Blue,3.0,,
2022.0,21.0,12.0,Blue,,Blue,4.0,,
2022.0,22.0,12.0,Blue,11829.99,Blue,5.0,,
2022.0,23.0,12.0,Blue,16574.58,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
2026.0,16.0,9.0,Schooling,,,,,
2026.0,17.0,10.0,Schooling,,Schooling,,,
2026.0,18.0,11.0,Military,,Schooling,,1.0,
2026.0,19.0,11.0,Military,8748.653,Military,,2.0,
2026.0,20.0,11.0,Military,10315.31,Military,,3.0,
2026.0,21.0,11.0,Military,11326.25,Military,,4.0,
2026.0,22.0,11.0,Home,,Military,,4.0,
2026.0,23.0,11.0,Blue,4113.497,Home,1.0,4.0,
2026.0,24.0,11.0,Blue,,Blue,2.0,4.0,
2026.0,25.0,11.0,Blue,17710.85,Blue,3.0,4.0,
2026.0,26.0,11.0,Blue,12912.38,Blue,4.0,4.0,
2031.0,16.0,10.0,Home,,,,,
2031.0,17.0,10.0,Schooling,,Home,,,
2031.0,18.0,11.0,Home,,Schooling,,,
2031.0,19.0,11.0,Home,,Home,,,
2031.0,20.0,11.0,Home,,Home,,,
2031.0,21.0,11.0,Home,,Home,,,
2031.0,22.0,11.0,Home,,Home,,,
2031.0,23.0,11.0,Blue,6472.988,Home,1.0,,
2031.0,24.0,11.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2032.0,16.0,9.0,Schooling,,,,,
2032.0,17.0,10.0,Schooling,,Schooling,,,
2032.0,18.0,11.0,Home,,Schooling,,,
2032.0,19.0,11.0,Home,,Home,,,
2032.0,20.0,11.0,Blue,8898.305,Home,1.0,,
2032.0,21.0,11.0,Blue,,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2033.0,16.0,10.0,Schooling,,,,,
2033.0,17.0,11.0,Schooling,,Schooling,,,
2033.0,18.0,12.0,Blue,,Schooling,1.0,,
2033.0,19.0,12.0,Blue,12409.33,Blue,2.0,,
2033.0,20.0,12.0,Blue,13670.46,Blue,3.0,,
2033.0,21.0,12.0,Blue,,Blue,4.0,,
2033.0,22.0,12.0,Blue,15956.1,Blue,5.0,,
2033.0,23.0,12.0,Blue,17639.98,Blue,6.0,,
2033.0,24.0,12.0,White,12097.83,Blue,6.0,,1.0
,,,,,,6.0,,1.0
,,,,,,6.0,,1.0
2034.0,16.0,9.0,Schooling,,,,,
2034.0,17.0,10.0,Schooling,,Schooling,,,
2034.0,18.0,11.0,Blue,,Schooling,1.0,,
2034.0,19.0,11.0,Home,,Blue,1.0,,
2034.0,20.0,11.0,Home,,Home,1.0,,
2034.0,21.0,11.0,Military,7013.053,Home,1.0,1.0,
2034.0,22.0,11.0,Military,7973.073,Military,1.0,2.0,
2034.0,23.0,11.0,Military,8250.112,Military,1.0,3.0,
2034.0,24.0,11.0,Military,12639.2,Military,1.0,4.0,
2034.0,25.0,11.0,Military,15134.56,Military,1.0,5.0,
2034.0,26.0,11.0,Home,,Military,1.0,5.0,
2038.0,16.0,10.0,Schooling,,,,,
2038.0,17.0,11.0,Schooling,,Schooling,,,
2038.0,18.0,12.0,Schooling,,Schooling,,,
2038.0,19.0,13.0,Schooling,,Schooling,,,
2038.0,20.0,14.0,Schooling,,Schooling,,,
2038.0,21.0,15.0,Schooling,,Schooling,,,
2038.0,22.0,16.0,Schooling,,Schooling,,,
2038.0,23.0,17.0,Schooling,,Schooling,,,
2038.0,24.0,18.0,White,27155.97,Schooling,,,1.0
2038.0,25.0,18.0,White,34670.13,White,,,2.0
,,,,,,,,2.0
2039.0,16.0,10.0,Schooling,,,,,
2039.0,17.0,11.0,Schooling,,Schooling,,,
2039.0,18.0,12.0,Schooling,,Schooling,,,
2039.0,19.0,13.0,Schooling,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2040.0,16.0,10.0,Schooling,,,,,
2040.0,17.0,11.0,Schooling,,Schooling,,,
2040.0,18.0,12.0,Schooling,,Schooling,,,
2040.0,19.0,13.0,Schooling,,Schooling,,,
2040.0,20.0,14.0,Home,,Schooling,,,
2040.0,21.0,14.0,Blue,3935.388,Home,1.0,,
2040.0,22.0,14.0,Home,,Blue,1.0,,
2040.0,23.0,14.0,Blue,3865.035,Home,2.0,,
2040.0,24.0,14.0,Blue,4288.547,Blue,3.0,,
2040.0,25.0,14.0,Blue,6245.95,Blue,4.0,,
,,,,,,4.0,,
2041.0,16.0,10.0,Schooling,,,,,
2041.0,17.0,11.0,Schooling,,Schooling,,,
2041.0,18.0,12.0,Home,,Schooling,,,
2041.0,19.0,12.0,Home,,Home,,,
2041.0,20.0,12.0,Home,,Home,,,
2041.0,21.0,12.0,Home,,Home,,,
2041.0,22.0,12.0,White,10389.13,Home,,,1.0
2041.0,23.0,12.0,Blue,11334.27,White,1.0,,1.0
2041.0,24.0,12.0,Blue,18261.31,Blue,2.0,,1.0
,,,,,,2.0,,1.0
,,,,,,2.0,,1.0
2045.0,16.0,10.0,Schooling,,,,,
2045.0,17.0,11.0,Schooling,,Schooling,,,
2045.0,18.0,12.0,Home,,Schooling,,,
2045.0,19.0,12.0,Home,,Home,,,
2045.0,20.0,12.0,Home,,Home,,,
2045.0,21.0,12.0,Blue,17077.44,Home,1.0,,
2045.0,22.0,12.0,Home,,Blue,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2051.0,16.0,9.0,Schooling,,,,,
2051.0,17.0,10.0,Schooling,,Schooling,,,
2051.0,18.0,11.0,Home,,Schooling,,,
2051.0,19.0,11.0,Blue,5798.549,Home,1.0,,
2051.0,20.0,11.0,Blue,11313.56,Blue,2.0,,
2051.0,21.0,11.0,Blue,9513.479,Blue,3.0,,
2051.0,22.0,11.0,Blue,7295.232,Blue,4.0,,
2051.0,23.0,11.0,Blue,11931.76,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
2059.0,16.0,9.0,Schooling,,,,,
2059.0,17.0,10.0,Schooling,,Schooling,,,
2059.0,18.0,11.0,Home,,Schooling,,,
2059.0,19.0,11.0,Home,,Home,,,
2059.0,20.0,11.0,Home,,Home,,,
2059.0,21.0,11.0,Home,,Home,,,
2059.0,22.0,11.0,Home,,Home,,,
2059.0,23.0,11.0,Home,,Home,,,
2059.0,24.0,11.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
2060.0,16.0,10.0,Schooling,,,,,
2060.0,17.0,11.0,Schooling,,Schooling,,,
2060.0,18.0,12.0,Home,,Schooling,,,
2060.0,19.0,12.0,Home,,Home,,,
2060.0,20.0,12.0,Home,,Home,,,
2060.0,21.0,12.0,White,,Home,,,1.0
2060.0,22.0,12.0,Blue,,White,1.0,,1.0
2060.0,23.0,12.0,Home,,Blue,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
,,,,,,1.0,,1.0
2065.0,16.0,9.0,Schooling,,,,,
2065.0,17.0,10.0,Schooling,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
2067.0,16.0,10.0,Schooling,,,,,
2067.0,17.0,11.0,Schooling,,Schooling,,,
2067.0,18.0,12.0,Blue,13323.21,Schooling,1.0,,
2067.0,19.0,12.0,Home,,Blue,1.0,,
2067.0,20.0,12.0,Home,,Home,1.0,,
2067.0,21.0,12.0,Blue,16008.23,Home,2.0,,
2067.0,22.0,12.0,Blue,17814.07,Blue,3.0,,
2067.0,23.0,12.0,Blue,19180.88,Blue,4.0,,
2067.0,24.0,12.0,Blue,21002.64,Blue,5.0,,
2067.0,25.0,12.0,Blue,21371.47,Blue,6.0,,
,,,,,,6.0,,
2069.0,16.0,10.0,Schooling,,,,,
2069.0,17.0,11.0,Schooling,,Schooling,,,
2069.0,18.0,12.0,Schooling,,Schooling,,,
2069.0,19.0,13.0,Schooling,,Schooling,,,
2069.0,20.0,14.0,Schooling,,Schooling,,,
2069.0,21.0,15.0,Schooling,,Schooling,,,
2069.0,22.0,16.0,Schooling,,Schooling,,,
2069.0,23.0,17.0,White,18758.54,Schooling,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
2078.0,16.0,9.0,Schooling,,,,,
2078.0,17.0,10.0,Schooling,,Schooling,,,
2078.0,18.0,11.0,Schooling,,Schooling,,,
2078.0,19.0,12.0,Home,,Schooling,,,
2078.0,20.0,12.0,Home,,Home,,,
2078.0,21.0,12.0,Home,,Home,,,
2078.0,22.0,12.0,Home,,Home,,,
2078.0,23.0,12.0,Home,,Home,,,
2078.0,24.0,12.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
2081.0,16.0,10.0,Schooling,,,,,
2081.0,17.0,11.0,Schooling,,Schooling,,,
2081.0,18.0,12.0,Home,,Schooling,,,
2081.0,19.0,12.0,Home,,Home,,,
2081.0,20.0,12.0,Blue,20808.94,Home,1.0,,
2081.0,21.0,12.0,Blue,22765.44,Blue,2.0,,
2081.0,22.0,12.0,Blue,20398.05,Blue,3.0,,
2081.0,23.0,12.0,Blue,23617.92,Blue,4.0,,
2081.0,24.0,12.0,Home,,Blue,4.0,,
2081.0,25.0,12.0,White,19829.23,Home,4.0,,1.0
2081.0,26.0,12.0,Blue,20291.69,White,5.0,,1.0
2085.0,16.0,9.0,Schooling,,,,,
2085.0,17.0,10.0,Schooling,,Schooling,,,
2085.0,18.0,11.0,Schooling,,Schooling,,,
2085.0,19.0,12.0,Blue,12518.07,Schooling,1.0,,
2085.0,20.0,12.0,White,9833.064,Blue,1.0,,1.0
2085.0,21.0,12.0,White,9260.719,White,1.0,,2.0
2085.0,22.0,12.0,White,12457.86,White,1.0,,3.0
2085.0,23.0,12.0,White,15309.55,White,1.0,,4.0
,,,,,,1.0,,4.0
,,,,,,1.0,,4.0
,,,,,,1.0,,4.0
2087.0,16.0,10.0,Schooling,,,,,
2087.0,17.0,11.0,Blue,8237.439,Schooling,1.0,,
2087.0,18.0,11.0,Blue,13661.21,Blue,2.0,,
2087.0,19.0,11.0,Blue,14120.32,Blue,3.0,,
2087.0,20.0,11.0,Blue,15539.76,Blue,4.0,,
2087.0,21.0,11.0,Blue,17046.17,Blue,5.0,,
2087.0,22.0,11.0,Blue,18025.3,Blue,6.0,,
2087.0,23.0,11.0,Blue,18002.04,Blue,7.0,,
2087.0,24.0,11.0,Blue,17550.04,Blue,8.0,,
2087.0,25.0,11.0,White,18895.58,Blue,8.0,,1.0
2087.0,26.0,11.0,Blue,20474.49,White,9.0,,1.0
2089.0,16.0,10.0,Schooling,,,,,
2089.0,17.0,11.0,Schooling,,Schooling,,,
2089.0,18.0,12.0,Blue,13403.34,Schooling,1.0,,
2089.0,19.0,12.0,Home,,Blue,1.0,,
2089.0,20.0,12.0,Blue,,Home,2.0,,
2089.0,21.0,12.0,Blue,11439.8,Blue,3.0,,
2089.0,22.0,12.0,Blue,12686.76,Blue,4.0,,
2089.0,23.0,12.0,Blue,14034.66,Blue,5.0,,
2089.0,24.0,12.0,Blue,9749.753,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
2090.0,16.0,9.0,Schooling,,,,,
2090.0,17.0,10.0,Home,,Schooling,,,
2090.0,18.0,10.0,Home,,Home,,,
2090.0,19.0,10.0,Home,,Home,,,
2090.0,20.0,10.0,Blue,9159.289,Home,1.0,,
2090.0,21.0,10.0,Blue,6400.175,Blue,2.0,,
2090.0,22.0,10.0,Blue,7060.862,Blue,3.0,,
2090.0,23.0,10.0,Blue,8774.781,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
2091.0,16.0,8.0,Home,,,,,
2091.0,17.0,8.0,Blue,9438.886,Home,1.0,,
2091.0,18.0,8.0,Home,,Blue,1.0,,
2091.0,19.0,8.0,Home,,Home,1.0,,
2091.0,20.0,8.0,Home,,Home,1.0,,
2091.0,21.0,8.0,Home,,Home,1.0,,
2091.0,22.0,8.0,Home,,Home,1.0,,
2091.0,23.0,8.0,Home,,Home,1.0,,
2091.0,24.0,8.0,Home,,Home,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2092.0,16.0,8.0,Home,,,,,
2092.0,17.0,8.0,Home,,Home,,,
2092.0,18.0,8.0,Home,,Home,,,
2092.0,19.0,8.0,Home,,Home,,,
2092.0,20.0,8.0,Home,,Home,,,
2092.0,21.0,8.0,Home,,Home,,,
2092.0,22.0,8.0,Blue,8095.975,Home,1.0,,
2092.0,23.0,8.0,Blue,7312.318,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2107.0,16.0,9.0,Schooling,,,,,
2107.0,17.0,10.0,Schooling,,Schooling,,,
2107.0,18.0,11.0,Schooling,,Schooling,,,
2107.0,19.0,12.0,Schooling,,Schooling,,,
2107.0,20.0,13.0,Home,,Schooling,,,
2107.0,21.0,13.0,Schooling,,Home,,,
2107.0,22.0,14.0,Blue,19636.38,Schooling,1.0,,
2107.0,23.0,14.0,Blue,21123.25,Blue,2.0,,
2107.0,24.0,14.0,Blue,21986.16,Blue,3.0,,
2107.0,25.0,14.0,Blue,22055.84,Blue,4.0,,
2107.0,26.0,14.0,Blue,22179.07,Blue,5.0,,
2109.0,16.0,10.0,Schooling,,,,,
2109.0,17.0,11.0,Schooling,,Schooling,,,
2109.0,18.0,12.0,Home,,Schooling,,,
2109.0,19.0,12.0,Blue,,Home,1.0,,
2109.0,20.0,12.0,Home,,Blue,1.0,,
2109.0,21.0,12.0,Blue,7056.049,Home,2.0,,
2109.0,22.0,12.0,Blue,,Blue,3.0,,
2109.0,23.0,12.0,White,4234.912,Blue,3.0,,1.0
2109.0,24.0,12.0,Blue,9172.751,White,4.0,,1.0
2109.0,25.0,12.0,Blue,6835.782,Blue,5.0,,1.0
,,,,,,5.0,,1.0
2110.0,16.0,10.0,Schooling,,,,,
2110.0,17.0,11.0,Schooling,,Schooling,,,
2110.0,18.0,12.0,Schooling,,Schooling,,,
2110.0,19.0,13.0,Schooling,,Schooling,,,
2110.0,20.0,14.0,Schooling,,Schooling,,,
2110.0,21.0,15.0,Blue,10582.63,Schooling,1.0,,
2110.0,22.0,15.0,Schooling,,Blue,1.0,,
2110.0,23.0,16.0,Schooling,,Schooling,1.0,,
2110.0,24.0,17.0,Home,,Schooling,1.0,,
,,,,,,1.0,,
,,,,,,1.0,,
2111.0,16.0,10.0,Schooling,,,,,
2111.0,17.0,11.0,Schooling,,Schooling,,,
2111.0,18.0,12.0,Schooling,,Schooling,,,
2111.0,19.0,13.0,Schooling,,Schooling,,,
2111.0,20.0,14.0,Schooling,,Schooling,,,
2111.0,21.0,15.0,Schooling,,Schooling,,,
2111.0,22.0,16.0,Home,,Schooling,,,
2111.0,23.0,16.0,White,7785.511,Home,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
2113.0,16.0,9.0,Schooling,,,,,
2113.0,17.0,10.0,Schooling,,Schooling,,,
2113.0,18.0,11.0,Schooling,,Schooling,,,
2113.0,19.0,12.0,Schooling,,Schooling,,,
2113.0,20.0,13.0,Schooling,,Schooling,,,
2113.0,21.0,14.0,Schooling,,Schooling,,,
2113.0,22.0,15.0,Schooling,,Schooling,,,
2113.0,23.0,16.0,Schooling,,Schooling,,,
2113.0,24.0,17.0,Schooling,,Schooling,,,
2113.0,25.0,18.0,Schooling,,Schooling,,,
,,,,,,,,
2116.0,16.0,10.0,Schooling,,,,,
2116.0,17.0,11.0,Schooling,,Schooling,,,
2116.0,18.0,12.0,Home,,Schooling,,,
2116.0,19.0,12.0,Home,,Home,,,
2116.0,20.0,12.0,White,11575.18,Home,,,1.0
2116.0,21.0,12.0,Blue,11123.85,White,1.0,,1.0
2116.0,22.0,12.0,Blue,10943.43,Blue,2.0,,1.0
,,,,,,2.0,,1.0
,,,,,,2.0,,1.0
,,,,,,2.0,,1.0
,,,,,,2.0,,1.0
2117.0,16.0,9.0,Home,,,,,
2117.0,17.0,9.0,Home,,Home,,,
2117.0,18.0,9.0,Home,,Home,,,
2117.0,19.0,9.0,Home,,Home,,,
2117.0,20.0,9.0,Home,,Home,,,
2117.0,21.0,9.0,Home,,Home,,,
2117.0,22.0,9.0,Home,,Home,,,
2117.0,23.0,9.0,Blue,23981.29,Home,1.0,,
2117.0,24.0,9.0,Blue,24078.23,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
2118.0,16.0,10.0,Schooling,,,,,
2118.0,17.0,11.0,Schooling,,Schooling,,,
2118.0,18.0,12.0,Blue,7510.631,Schooling,1.0,,
2118.0,19.0,12.0,Blue,,Blue,2.0,,
2118.0,20.0,12.0,Blue,,Blue,3.0,,
2118.0,21.0,12.0,Blue,28362.1,Blue,4.0,,
2118.0,22.0,12.0,Home,,Blue,4.0,,
2118.0,23.0,12.0,Home,,Home,4.0,,
2118.0,24.0,12.0,Home,,Home,4.0,,
2118.0,25.0,12.0,Blue,30078.76,Home,5.0,,
2118.0,26.0,12.0,Blue,32879.29,Blue,6.0,,
2127.0,16.0,9.0,Schooling,,,,,
2127.0,17.0,10.0,Home,,Schooling,,,
2127.0,18.0,10.0,Home,,Home,,,
2127.0,19.0,10.0,Home,,Home,,,
2127.0,20.0,10.0,Blue,10930.42,Home,1.0,,
2127.0,21.0,10.0,Blue,11734.9,Blue,2.0,,
2127.0,22.0,10.0,Blue,12263.5,Blue,3.0,,
2127.0,23.0,10.0,Blue,10413.48,Blue,4.0,,
2127.0,24.0,10.0,Blue,9739.753,Blue,5.0,,
2127.0,25.0,10.0,Blue,11175.95,Blue,6.0,,
2127.0,26.0,10.0,Home,,Blue,6.0,,
2135.0,16.0,8.0,Home,,,,,
2135.0,17.0,8.0,Home,,Home,,,
2135.0,18.0,8.0,Home,,Home,,,
2135.0,19.0,8.0,Blue,29175.47,Home,1.0,,
2135.0,20.0,8.0,Home,,Blue,1.0,,
2135.0,21.0,8.0,Home,,Home,1.0,,
2135.0,22.0,8.0,Home,,Home,1.0,,
2135.0,23.0,8.0,Home,,Home,1.0,,
2135.0,24.0,8.0,Blue,36564.73,Home,2.0,,
2135.0,25.0,8.0,Blue,42118.99,Blue,3.0,,
,,,,,,3.0,,
2138.0,16.0,10.0,Schooling,,,,,
2138.0,17.0,11.0,Home,,Schooling,,,
2138.0,18.0,11.0,Schooling,,Home,,,
2138.0,19.0,12.0,Blue,15472.3,Schooling,1.0,,
2138.0,20.0,12.0,White,16163.97,Blue,1.0,,1.0
2138.0,21.0,12.0,Home,,White,1.0,,1.0
2138.0,22.0,12.0,White,13101.9,Home,1.0,,2.0
2138.0,23.0,12.0,Blue,24192.25,White,2.0,,2.0
2138.0,24.0,12.0,White,20274.2,Blue,2.0,,3.0
2138.0,25.0,12.0,Home,,White,2.0,,3.0
,,,,,,2.0,,3.0
2141.0,16.0,10.0,Schooling,,,,,
2141.0,17.0,11.0,Schooling,,Schooling,,,
2141.0,18.0,12.0,Schooling,,Schooling,,,
2141.0,19.0,13.0,Schooling,,Schooling,,,
2141.0,20.0,14.0,Schooling,,Schooling,,,
2141.0,21.0,15.0,White,,Schooling,,,1.0
2141.0,22.0,15.0,Schooling,,White,,,1.0
2141.0,23.0,16.0,White,13272.25,Schooling,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
2143.0,16.0,9.0,Schooling,,,,,
2143.0,17.0,10.0,Schooling,,Schooling,,,
2143.0,18.0,11.0,Home,,Schooling,,,
2143.0,19.0,11.0,Military,,Home,,1.0,
2143.0,20.0,11.0,Military,10208.69,Military,,2.0,
2143.0,21.0,11.0,Military,11175.95,Military,,3.0,
2143.0,22.0,11.0,Military,10494.71,Military,,4.0,
2143.0,23.0,11.0,Home,,Military,,4.0,
2143.0,24.0,11.0,Home,,Home,,4.0,
