Identifier,Age,Schooling,Choice,Wage,Choice_t_1,Experience_Blue,Experience_Military,Experience_White
230.0,18.0,11.0,Schooling,,Schooling,,,
230.0,19.0,12.0,Home,,Schooling,,,
230.0,20.0,12.0,Home,,Home,,,
230.0,21.0,12.0,Schooling,,Home,,,
230.0,22.0,13.0,Home,,Schooling,,,
230.0,23.0,13.0,White,8310.015,Home,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
232.0,16.0,11.0,Schooling,,,,,
232.0,17.0,12.0,Blue,7868.875,Schooling,1.0,,
232.0,18.0,12.0,Schooling,,Blue,1.0,,
232.0,19.0,13.0,Schooling,,Schooling,1.0,,
232.0,20.0,14.0,Home,,Schooling,1.0,,
232.0,21.0,14.0,Blue,11770.07,Home,2.0,,
232.0,22.0,14.0,Blue,8159.729,Blue,3.0,,
232.0,23.0,14.0,Blue,8682.384,Blue,4.0,,
232.0,24.0,14.0,Blue,18140.12,Blue,5.0,,
232.0,25.0,14.0,Blue,60480.03,Blue,6.0,,
,,,,,,6.0,,
233.0,16.0,10.0,Schooling,,,,,
233.0,17.0,11.0,Schooling,,Schooling,,,
233.0,18.0,12.0,Home,,Schooling,,,
233.0,19.0,12.0,Home,,Home,,,
233.0,20.0,12.0,Home,,Home,,,
233.0,21.0,12.0,Blue,12951.87,Home,1.0,,
233.0,22.0,12.0,Blue,13360.84,Blue,2.0,,
233.0,23.0,12.0,Blue,16228.75,Blue,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
,,,,,,3.0,,
234.0,16.0,9.0,Home,,,,,
234.0,17.0,9.0,Home,,Home,,,
234.0,18.0,9.0,Blue,,Home,1.0,,
234.0,19.0,9.0,Blue,9320.987,Blue,2.0,,
234.0,20.0,9.0,Home,,Blue,2.0,,
234.0,21.0,9.0,Home,,Home,2.0,,
234.0,22.0,9.0,Home,,Home,2.0,,
234.0,23.0,9.0,Home,,Home,2.0,,
234.0,24.0,9.0,Blue,12157.14,Home,3.0,,
234.0,25.0,9.0,White,25886.77,Blue,3.0,,1.0
234.0,26.0,9.0,Home,,White,3.0,,1.0
235.0,16.0,10.0,Schooling,,,,,
235.0,17.0,11.0,Schooling,,Schooling,,,
235.0,18.0,12.0,Schooling,,Schooling,,,
235.0,19.0,13.0,Schooling,,Schooling,,,
235.0,20.0,14.0,Schooling,,Schooling,,,
235.0,21.0,15.0,Blue,9116.379,Schooling,1.0,,
235.0,22.0,15.0,Blue,8849.365,Blue,2.0,,
235.0,23.0,15.0,Blue,10399.48,Blue,3.0,,
235.0,24.0,15.0,Blue,22389.25,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
241.0,16.0,9.0,Home,,,,,
241.0,17.0,9.0,Home,,Home,,,
241.0,18.0,9.0,Blue,,Home,1.0,,
241.0,19.0,9.0,Blue,14004.82,Blue,2.0,,
241.0,20.0,9.0,Blue,,Blue,3.0,,
241.0,21.0,9.0,Blue,21174.96,Blue,4.0,,
241.0,22.0,9.0,Blue,17037.32,Blue,5.0,,
241.0,23.0,9.0,Blue,17638.26,Blue,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
,,,,,,6.0,,
246.0,16.0,10.0,Schooling,,,,,
246.0,17.0,11.0,Schooling,,Schooling,,,
246.0,18.0,12.0,Schooling,,Schooling,,,
246.0,19.0,13.0,Schooling,,Schooling,,,
246.0,20.0,14.0,Schooling,,Schooling,,,
246.0,21.0,15.0,Schooling,,Schooling,,,
246.0,22.0,16.0,Schooling,,Schooling,,,
246.0,23.0,17.0,White,14610.01,Schooling,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
248.0,16.0,8.0,Home,,,,,
248.0,17.0,8.0,Home,,Home,,,
248.0,18.0,8.0,Home,,Home,,,
248.0,19.0,8.0,Military,9415.457,Home,,1.0,
248.0,20.0,8.0,Military,8697.5,Military,,2.0,
248.0,21.0,8.0,Home,,Military,,2.0,
248.0,22.0,8.0,Home,,Home,,2.0,
248.0,23.0,8.0,Blue,7994.392,Home,1.0,2.0,
248.0,24.0,8.0,Blue,15544.32,Blue,2.0,2.0,
248.0,25.0,8.0,Blue,15914.77,Blue,3.0,2.0,
248.0,26.0,8.0,Blue,11662.18,Blue,4.0,2.0,
251.0,16.0,10.0,Schooling,,,,,
251.0,17.0,11.0,Home,,Schooling,,,
251.0,18.0,11.0,White,8859.642,Home,,,1.0
251.0,19.0,11.0,White,7942.414,White,,,2.0
251.0,20.0,11.0,Military,,White,,1.0,2.0
251.0,21.0,11.0,Military,8302.798,Military,,2.0,2.0
251.0,22.0,11.0,Military,,Military,,3.0,2.0
,,,,,,,3.0,2.0
,,,,,,,3.0,2.0
,,,,,,,3.0,2.0
,,,,,,,3.0,2.0
253.0,16.0,10.0,Schooling,,,,,
253.0,17.0,11.0,Home,,Schooling,,,
253.0,18.0,11.0,Home,,Home,,,
253.0,19.0,11.0,Home,,Home,,,
253.0,20.0,11.0,Home,,Home,,,
253.0,21.0,11.0,Home,,Home,,,
253.0,22.0,11.0,Home,,Home,,,
253.0,23.0,11.0,Home,,Home,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
257.0,16.0,10.0,Schooling,,,,,
257.0,17.0,11.0,Schooling,,Schooling,,,
257.0,18.0,12.0,Home,,Schooling,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
260.0,16.0,10.0,Schooling,,,,,
260.0,17.0,11.0,Schooling,,Schooling,,,
260.0,18.0,12.0,Schooling,,Schooling,,,
260.0,19.0,13.0,Schooling,,Schooling,,,
260.0,20.0,14.0,Blue,30914.87,Schooling,1.0,,
260.0,21.0,14.0,White,24456.47,Blue,1.0,,1.0
260.0,22.0,14.0,White,25575.47,White,1.0,,2.0
260.0,23.0,14.0,White,25777.04,White,1.0,,3.0
260.0,24.0,14.0,Blue,13645.35,White,2.0,,3.0
260.0,25.0,14.0,Blue,29179.93,Blue,3.0,,3.0
260.0,26.0,14.0,Blue,28274.28,Blue,4.0,,3.0
261.0,16.0,10.0,Schooling,,,,,
261.0,17.0,11.0,Schooling,,Schooling,,,
261.0,18.0,12.0,Schooling,,Schooling,,,
261.0,19.0,13.0,Schooling,,Schooling,,,
261.0,20.0,14.0,Schooling,,Schooling,,,
261.0,21.0,15.0,Schooling,,Schooling,,,
261.0,22.0,16.0,White,16004.2,Schooling,,,1.0
261.0,23.0,16.0,White,16528.39,White,,,2.0
261.0,24.0,16.0,White,18739.06,White,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
263.0,16.0,10.0,Schooling,,,,,
263.0,17.0,11.0,Schooling,,Schooling,,,
263.0,18.0,12.0,Blue,,Schooling,1.0,,
263.0,19.0,12.0,Blue,,Blue,2.0,,
263.0,20.0,12.0,Blue,18058.89,Blue,3.0,,
263.0,21.0,12.0,Home,,Blue,3.0,,
263.0,22.0,12.0,Blue,17923.72,Home,4.0,,
263.0,23.0,12.0,Blue,17468.69,Blue,5.0,,
263.0,24.0,12.0,Blue,16084.75,Blue,6.0,,
263.0,25.0,12.0,White,16028.61,Blue,6.0,,1.0
,,,,,,6.0,,1.0
266.0,16.0,8.0,Schooling,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
270.0,16.0,11.0,White,10244.58,,,,1.0
270.0,17.0,11.0,Schooling,,White,,,1.0
270.0,18.0,12.0,Home,,Schooling,,,1.0
270.0,19.0,12.0,Blue,6145.709,Home,1.0,,1.0
270.0,20.0,12.0,White,4522.616,Blue,1.0,,2.0
270.0,21.0,12.0,Blue,10106.59,White,2.0,,2.0
270.0,22.0,12.0,Blue,14779.12,Blue,3.0,,2.0
270.0,23.0,12.0,Blue,21386.84,Blue,4.0,,2.0
270.0,24.0,12.0,White,,Blue,4.0,,3.0
,,,,,,4.0,,3.0
,,,,,,4.0,,3.0
279.0,16.0,10.0,Schooling,,,,,
279.0,17.0,11.0,Schooling,,Schooling,,,
279.0,18.0,12.0,Blue,11051.44,Schooling,1.0,,
279.0,19.0,12.0,Blue,14566.27,Blue,2.0,,
279.0,20.0,12.0,Home,,Blue,2.0,,
279.0,21.0,12.0,Blue,18347.58,Home,3.0,,
279.0,22.0,12.0,Blue,13516.71,Blue,4.0,,
279.0,23.0,12.0,White,32416.62,Blue,4.0,,1.0
279.0,24.0,12.0,White,26706.82,White,4.0,,2.0
279.0,25.0,12.0,White,35976.64,White,4.0,,3.0
,,,,,,4.0,,3.0
281.0,16.0,10.0,Schooling,,,,,
281.0,17.0,11.0,Schooling,,Schooling,,,
281.0,18.0,12.0,Schooling,,Schooling,,,
281.0,19.0,13.0,Schooling,,Schooling,,,
281.0,20.0,14.0,Schooling,,Schooling,,,
281.0,21.0,15.0,Schooling,,Schooling,,,
281.0,22.0,16.0,White,14953.62,Schooling,,,1.0
281.0,23.0,16.0,White,16682.73,White,,,2.0
281.0,24.0,16.0,Schooling,,White,,,2.0
281.0,25.0,17.0,Schooling,,Schooling,,,2.0
281.0,26.0,18.0,White,26084.53,Schooling,,,3.0
295.0,16.0,10.0,Military,,,,1.0,
295.0,17.0,10.0,Military,9728.112,Military,,2.0,
295.0,18.0,10.0,Military,9661.617,Military,,3.0,
295.0,19.0,10.0,Blue,,Military,1.0,3.0,
295.0,20.0,10.0,Home,,Blue,1.0,3.0,
295.0,21.0,10.0,White,11328.35,Home,1.0,3.0,1.0
295.0,22.0,10.0,White,11131.98,White,1.0,3.0,2.0
295.0,23.0,10.0,Home,,White,1.0,3.0,2.0
,,,,,,1.0,3.0,2.0
,,,,,,1.0,3.0,2.0
,,,,,,1.0,3.0,2.0
296.0,16.0,9.0,Schooling,,,,,
296.0,17.0,10.0,Schooling,,Schooling,,,
296.0,18.0,11.0,Schooling,,Schooling,,,
296.0,19.0,12.0,Blue,12101.66,Schooling,1.0,,
296.0,20.0,12.0,Blue,,Blue,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
,,,,,,2.0,,
308.0,16.0,10.0,Schooling,,,,,
308.0,17.0,11.0,Schooling,,Schooling,,,
308.0,18.0,12.0,Blue,12806.77,Schooling,1.0,,
308.0,19.0,12.0,Blue,13098.52,Blue,2.0,,
308.0,20.0,12.0,Home,,Blue,2.0,,
308.0,21.0,12.0,Home,,Home,2.0,,
308.0,22.0,12.0,Home,,Home,2.0,,
308.0,23.0,12.0,Home,,Home,2.0,,
308.0,24.0,12.0,Blue,8945.187,Home,3.0,,
308.0,25.0,12.0,Blue,12671.38,Blue,4.0,,
308.0,26.0,12.0,White,12312.32,Blue,4.0,,1.0
311.0,16.0,9.0,Schooling,,,,,
311.0,17.0,10.0,Schooling,,Schooling,,,
311.0,18.0,11.0,Schooling,,Schooling,,,
311.0,19.0,12.0,Blue,24845.39,Schooling,1.0,,
311.0,20.0,12.0,Blue,26812.88,Blue,2.0,,
311.0,21.0,12.0,Blue,26092.64,Blue,3.0,,
311.0,22.0,12.0,White,27217.78,Blue,3.0,,1.0
311.0,23.0,12.0,Blue,30458.23,White,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
,,,,,,4.0,,1.0
313.0,16.0,10.0,Schooling,,,,,
313.0,17.0,11.0,Home,,Schooling,,,
313.0,18.0,11.0,Home,,Home,,,
313.0,19.0,11.0,Home,,Home,,,
313.0,20.0,11.0,Blue,9280.274,Home,1.0,,
313.0,21.0,11.0,Blue,11607.92,Blue,2.0,,
313.0,22.0,11.0,Blue,13171.5,Blue,3.0,,
313.0,23.0,11.0,Blue,,Blue,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
315.0,16.0,10.0,Blue,8025.368,,1.0,,
315.0,17.0,10.0,Blue,14124.41,Blue,2.0,,
315.0,18.0,10.0,Blue,26834.88,Blue,3.0,,
315.0,19.0,10.0,Blue,15742.05,Blue,4.0,,
315.0,20.0,10.0,Home,,Blue,4.0,,
315.0,21.0,10.0,Blue,5955.506,Home,5.0,,
315.0,22.0,10.0,White,9047.988,Blue,5.0,,1.0
315.0,23.0,10.0,Home,,White,5.0,,1.0
,,,,,,5.0,,1.0
,,,,,,5.0,,1.0
,,,,,,5.0,,1.0
316.0,16.0,10.0,Schooling,,,,,
316.0,17.0,11.0,Home,,Schooling,,,
316.0,18.0,11.0,Blue,14057.17,Home,1.0,,
316.0,19.0,11.0,Home,,Blue,1.0,,
316.0,20.0,11.0,Blue,,Home,2.0,,
316.0,21.0,11.0,Home,,Blue,2.0,,
316.0,22.0,11.0,White,10106.63,Home,2.0,,1.0
316.0,23.0,11.0,Blue,16867.09,White,3.0,,1.0
,,,,,,3.0,,1.0
,,,,,,3.0,,1.0
,,,,,,3.0,,1.0
318.0,16.0,10.0,Schooling,,,,,
318.0,17.0,11.0,White,3063.843,Schooling,,,1.0
318.0,18.0,11.0,Schooling,,White,,,1.0
318.0,19.0,12.0,Blue,13458.11,Schooling,1.0,,1.0
318.0,20.0,12.0,Blue,13616.46,Blue,2.0,,1.0
318.0,21.0,12.0,Blue,13393.04,Blue,3.0,,1.0
318.0,22.0,12.0,Blue,19255.77,Blue,4.0,,1.0
318.0,23.0,12.0,Blue,14085.72,Blue,5.0,,1.0
318.0,24.0,12.0,Blue,30974.49,Blue,6.0,,1.0
,,,,,,6.0,,1.0
,,,,,,6.0,,1.0
324.0,16.0,9.0,Home,,,,,
324.0,17.0,9.0,Home,,Home,,,
324.0,18.0,9.0,Blue,16373.14,Home,1.0,,
324.0,19.0,9.0,Home,,Blue,1.0,,
324.0,20.0,9.0,Home,,Home,1.0,,
324.0,21.0,9.0,Home,,Home,1.0,,
324.0,22.0,9.0,Home,,Home,1.0,,
324.0,23.0,9.0,Home,,Home,1.0,,
324.0,24.0,9.0,Home,,Home,1.0,,
324.0,25.0,9.0,Home,,Home,1.0,,
,,,,,,1.0,,
325.0,16.0,10.0,Schooling,,,,,
325.0,17.0,11.0,Schooling,,Schooling,,,
325.0,18.0,12.0,Schooling,,Schooling,,,
325.0,19.0,13.0,Schooling,,Schooling,,,
325.0,20.0,14.0,Schooling,,Schooling,,,
325.0,21.0,15.0,Home,,Schooling,,,
325.0,22.0,15.0,White,14330.51,Home,,,1.0
325.0,23.0,15.0,White,14678.27,White,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
,,,,,,,,2.0
342.0,16.0,10.0,Schooling,,,,,
342.0,17.0,11.0,Schooling,,Schooling,,,
342.0,18.0,12.0,Schooling,,Schooling,,,
342.0,19.0,13.0,Schooling,,Schooling,,,
342.0,20.0,14.0,Schooling,,Schooling,,,
342.0,21.0,15.0,Schooling,,Schooling,,,
342.0,22.0,16.0,White,25151.74,Schooling,,,1.0
342.0,23.0,16.0,White,25549.58,White,,,2.0
342.0,24.0,16.0,White,31453.32,White,,,3.0
,,,,,,,,3.0
,,,,,,,,3.0
346.0,16.0,10.0,Schooling,,,,,
346.0,17.0,11.0,Schooling,,Schooling,,,
346.0,18.0,12.0,Schooling,,Schooling,,,
346.0,19.0,13.0,Schooling,,Schooling,,,
346.0,20.0,14.0,Schooling,,Schooling,,,
346.0,21.0,15.0,Schooling,,Schooling,,,
346.0,22.0,16.0,Blue,,Schooling,1.0,,
346.0,23.0,16.0,Blue,26092.64,Blue,2.0,,
346.0,24.0,16.0,White,,Blue,2.0,,1.0
346.0,25.0,16.0,White,23411.11,White,2.0,,2.0
,,,,,,2.0,,2.0
350.0,16.0,10.0,Schooling,,,,,
350.0,17.0,11.0,Schooling,,Schooling,,,
350.0,18.0,12.0,Schooling,,Schooling,,,
350.0,19.0,13.0,Schooling,,Schooling,,,
350.0,20.0,14.0,Home,,Schooling,,,
350.0,21.0,14.0,Schooling,,Home,,,
350.0,22.0,15.0,Schooling,,Schooling,,,
350.0,23.0,16.0,Schooling,,Schooling,,,
350.0,24.0,17.0,Blue,23077.1,Schooling,1.0,,
350.0,25.0,17.0,Blue,19675.03,Blue,2.0,,
,,,,,,2.0,,
355.0,16.0,10.0,Schooling,,,,,
355.0,17.0,11.0,Schooling,,Schooling,,,
355.0,18.0,12.0,Blue,7424.899,Schooling,1.0,,
355.0,19.0,12.0,White,8997.634,Blue,1.0,,1.0
355.0,20.0,12.0,White,11261.41,White,1.0,,2.0
355.0,21.0,12.0,White,13097.37,White,1.0,,3.0
355.0,22.0,12.0,White,25097.49,White,1.0,,4.0
355.0,23.0,12.0,White,30537.4,White,1.0,,5.0
,,,,,,1.0,,5.0
,,,,,,1.0,,5.0
,,,,,,1.0,,5.0
356.0,16.0,10.0,Schooling,,,,,
356.0,17.0,11.0,Blue,,Schooling,1.0,,
356.0,18.0,11.0,Home,,Blue,1.0,,
356.0,19.0,11.0,Blue,11017.38,Home,2.0,,
356.0,20.0,11.0,Home,,Blue,2.0,,
356.0,21.0,11.0,Blue,21277.84,Home,3.0,,
356.0,22.0,11.0,Blue,9959.206,Blue,4.0,,
356.0,23.0,11.0,Blue,11430.29,Blue,5.0,,
356.0,24.0,11.0,Blue,18787.94,Blue,6.0,,
356.0,25.0,11.0,White,20208.22,Blue,6.0,,1.0
,,,,,,6.0,,1.0
358.0,16.0,10.0,Schooling,,,,,
358.0,17.0,11.0,Schooling,,Schooling,,,
358.0,18.0,12.0,Schooling,,Schooling,,,
358.0,19.0,13.0,Schooling,,Schooling,,,
358.0,20.0,14.0,Home,,Schooling,,,
358.0,21.0,14.0,Schooling,,Home,,,
358.0,22.0,15.0,Schooling,,Schooling,,,
358.0,23.0,16.0,Blue,,Schooling,1.0,,
358.0,24.0,16.0,Blue,18283.51,Blue,2.0,,
358.0,25.0,16.0,Blue,26246.37,Blue,3.0,,
,,,,,,3.0,,
366.0,16.0,10.0,Schooling,,,,,
366.0,17.0,11.0,Schooling,,Schooling,,,
366.0,18.0,12.0,Schooling,,Schooling,,,
366.0,19.0,13.0,Schooling,,Schooling,,,
366.0,20.0,14.0,Home,,Schooling,,,
366.0,21.0,14.0,Schooling,,Home,,,
366.0,22.0,15.0,Schooling,,Schooling,,,
366.0,23.0,16.0,White,21504.56,Schooling,,,1.0
366.0,24.0,16.0,Home,,White,,,1.0
,,,,,,,,1.0
,,,,,,,,1.0
372.0,16.0,10.0,Schooling,,,,,
372.0,17.0,11.0,Schooling,,Schooling,,,
372.0,18.0,12.0,Schooling,,Schooling,,,
372.0,19.0,13.0,Schooling,,Schooling,,,
372.0,20.0,14.0,Schooling,,Schooling,,,
372.0,21.0,15.0,White,16539.56,Schooling,,,1.0
372.0,22.0,15.0,White,,White,,,2.0
372.0,23.0,15.0,White,,White,,,3.0
372.0,24.0,15.0,White,,White,,,4.0
372.0,25.0,15.0,White,,White,,,5.0
372.0,26.0,15.0,White,,White,,,6.0
376.0,16.0,10.0,Home,,,,,
376.0,17.0,10.0,Home,,Home,,,
376.0,18.0,10.0,Home,,Home,,,
376.0,19.0,10.0,Blue,24927.32,Home,1.0,,
376.0,20.0,10.0,Blue,20132.7,Blue,2.0,,
376.0,21.0,10.0,White,19311.93,Blue,2.0,,1.0
376.0,22.0,10.0,Blue,21978.03,White,3.0,,1.0
376.0,23.0,10.0,Home,,Blue,3.0,,1.0
376.0,24.0,10.0,Home,,Home,3.0,,1.0
376.0,25.0,10.0,Schooling,,Home,3.0,,1.0
376.0,26.0,11.0,Home,,Schooling,3.0,,1.0
393.0,16.0,11.0,Schooling,,,,,
393.0,17.0,12.0,Blue,15179.63,Schooling,1.0,,
393.0,18.0,12.0,Blue,15437.39,Blue,2.0,,
393.0,19.0,12.0,Blue,16446.25,Blue,3.0,,
393.0,20.0,12.0,Blue,17925.39,Blue,4.0,,
393.0,21.0,12.0,Blue,19108.94,Blue,5.0,,
393.0,22.0,12.0,Blue,,Blue,6.0,,
393.0,23.0,12.0,Blue,28934.19,Blue,7.0,,
393.0,24.0,12.0,Blue,30419.28,Blue,8.0,,
,,,,,,8.0,,
,,,,,,8.0,,
406.0,16.0,10.0,Schooling,,,,,
406.0,17.0,11.0,Schooling,,Schooling,,,
406.0,18.0,12.0,Schooling,,Schooling,,,
406.0,19.0,13.0,Blue,13965.48,Schooling,1.0,,
406.0,20.0,13.0,Blue,15357.86,Blue,2.0,,
406.0,21.0,13.0,Blue,15704.62,Blue,3.0,,
406.0,22.0,13.0,Blue,16378.54,Blue,4.0,,
406.0,23.0,13.0,Blue,17549.57,Blue,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
,,,,,,5.0,,
408.0,16.0,10.0,Schooling,,,,,
408.0,17.0,11.0,Schooling,,Schooling,,,
408.0,18.0,12.0,Blue,16031.76,Schooling,1.0,,
408.0,19.0,12.0,Blue,15482.39,Blue,2.0,,
408.0,20.0,12.0,Blue,16038.7,Blue,3.0,,
408.0,21.0,12.0,Blue,17552.58,Blue,4.0,,
408.0,22.0,12.0,Blue,41703.79,Blue,5.0,,
408.0,23.0,12.0,Blue,41939.82,Blue,6.0,,
408.0,24.0,12.0,Blue,39496.86,Blue,7.0,,
408.0,25.0,12.0,Blue,43892.91,Blue,8.0,,
408.0,26.0,12.0,Blue,55927.1,Blue,9.0,,
410.0,16.0,10.0,Schooling,,,,,
410.0,17.0,11.0,Schooling,,Schooling,,,
410.0,18.0,12.0,Military,8568.44,Schooling,,1.0,
410.0,19.0,12.0,Military,9031.488,Military,,2.0,
410.0,20.0,12.0,Military,11631.33,Military,,3.0,
410.0,21.0,12.0,Blue,10500.92,Military,1.0,3.0,
410.0,22.0,12.0,Blue,14966.89,Blue,2.0,3.0,
410.0,23.0,12.0,Blue,16421.43,Blue,3.0,3.0,
410.0,24.0,12.0,Blue,18849.75,Blue,4.0,3.0,
410.0,25.0,12.0,Blue,21500.83,Blue,5.0,3.0,
410.0,26.0,12.0,Blue,23418.93,Blue,6.0,3.0,
411.0,16.0,9.0,Blue,8919.937,,1.0,,
411.0,17.0,9.0,Blue,11255.17,Blue,2.0,,
411.0,18.0,9.0,Home,,Blue,2.0,,
411.0,19.0,9.0,Blue,18558.01,Home,3.0,,
411.0,20.0,9.0,Blue,18538.48,Blue,4.0,,
411.0,21.0,9.0,Blue,21661.41,Blue,5.0,,
411.0,22.0,9.0,Blue,,Blue,6.0,,
411.0,23.0,9.0,Blue,14695.05,Blue,7.0,,
411.0,24.0,9.0,Blue,43873.91,Blue,8.0,,
,,,,,,8.0,,
,,,,,,8.0,,
412.0,16.0,9.0,Schooling,,,,,
412.0,17.0,10.0,Schooling,,Schooling,,,
412.0,18.0,11.0,Schooling,,Schooling,,,
412.0,19.0,12.0,Military,10658.45,Schooling,,1.0,
412.0,20.0,12.0,Military,12375.18,Military,,2.0,
412.0,21.0,12.0,Military,12674.26,Military,,3.0,
412.0,22.0,12.0,Military,,Military,,4.0,
412.0,23.0,12.0,Blue,21936.94,Military,1.0,4.0,
,,,,,,1.0,4.0,
,,,,,,1.0,4.0,
,,,,,,1.0,4.0,
415.0,16.0,10.0,Home,,,,,
415.0,17.0,10.0,Blue,7670.848,Home,1.0,,
415.0,18.0,10.0,Blue,,Blue,2.0,,
415.0,19.0,10.0,Blue,9916.728,Blue,3.0,,
415.0,20.0,10.0,Blue,7686.695,Blue,4.0,,
415.0,21.0,10.0,Blue,13177.28,Blue,5.0,,
415.0,22.0,10.0,Blue,13124.53,Blue,6.0,,
415.0,23.0,10.0,Blue,16654.82,Blue,7.0,,
415.0,24.0,10.0,White,14191.95,Blue,7.0,,1.0
415.0,25.0,10.0,Blue,17549.57,White,8.0,,1.0
,,,,,,8.0,,1.0
419.0,16.0,10.0,Home,,,,,
419.0,17.0,10.0,Military,,Home,,1.0,
419.0,18.0,10.0,Military,,Military,,2.0,
419.0,19.0,10.0,Home,,Military,,2.0,
419.0,20.0,10.0,Blue,9595.247,Home,1.0,2.0,
419.0,21.0,10.0,Blue,9976.831,Blue,2.0,2.0,
419.0,22.0,10.0,Blue,12667.95,Blue,3.0,2.0,
419.0,23.0,10.0,Blue,19805.3,Blue,4.0,2.0,
419.0,24.0,10.0,Blue,,Blue,5.0,2.0,
,,,,,,5.0,2.0,
,,,,,,5.0,2.0,
420.0,16.0,10.0,Home,,,,,
420.0,17.0,10.0,Schooling,,Home,,,
420.0,18.0,11.0,Schooling,,Schooling,,,
420.0,19.0,12.0,Blue,9890.113,Schooling,1.0,,
420.0,20.0,12.0,Blue,9544.048,Blue,2.0,,
420.0,21.0,12.0,Blue,,Blue,3.0,,
420.0,22.0,12.0,Home,,Blue,3.0,,
420.0,23.0,12.0,Blue,27367.75,Home,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
,,,,,,4.0,,
430.0,16.0,9.0,Schooling,,,,,
430.0,17.0,10.0,Schooling,,Schooling,,,
430.0,18.0,11.0,Schooling,,Schooling,,,
430.0,19.0,12.0,Home,,Schooling,,,
430.0,20.0,12.0,Blue,,Home,1.0,,
430.0,21.0,12.0,Home,,Blue,1.0,,
430.0,22.0,12.0,Blue,,Home,2.0,,
430.0,23.0,12.0,Blue,,Blue,3.0,,
430.0,24.0,12.0,Blue,,Blue,4.0,,
430.0,25.0,12.0,Blue,,Blue,5.0,,
430.0,26.0,12.0,White,,Blue,5.0,,1.0
433.0,16.0,10.0,Schooling,,,,,
433.0,17.0,11.0,Schooling,,Schooling,,,
433.0,18.0,12.0,Blue,10820.85,Schooling,1.0,,
433.0,19.0,12.0,Blue,10570.45,Blue,2.0,,
433.0,20.0,12.0,Blue,9877.671,Blue,3.0,,
433.0,21.0,12.0,Blue,10454.89,Blue,4.0,,
433.0,22.0,12.0,White,10148.7,Blue,4.0,,1.0
433.0,23.0,12.0,Blue,11099.54,White,5.0,,1.0
433.0,24.0,12.0,Blue,10588.73,Blue,6.0,,1.0
433.0,25.0,12.0,White,10745.33,Blue,6.0,,2.0
433.0,26.0,12.0,Blue,21936.94,White,7.0,,2.0
434.0,16.0,10.0,Schooling,,,,,
434.0,17.0,11.0,Schooling,,Schooling,,,
434.0,18.0,12.0,Blue,10429.6,Schooling,1.0,,
434.0,19.0,12.0,White,10665.14,Blue,1.0,,1.0
434.0,20.0,12.0,Blue,19622.38,White,2.0,,1.0
434.0,21.0,12.0,Blue,20225.42,Blue,3.0,,1.0
434.0,22.0,12.0,Blue,21487.14,Blue,4.0,,1.0
434.0,23.0,12.0,Blue,22584.4,Blue,5.0,,1.0
434.0,24.0,12.0,Blue,23585.78,Blue,6.0,,1.0
,,,,,,6.0,,1.0
,,,,,,6.0,,1.0
435.0,16.0,10.0,Schooling,,,,,
435.0,17.0,11.0,Schooling,,Schooling,,,
435.0,18.0,12.0,Blue,12926.35,Schooling,1.0,,
435.0,19.0,12.0,Blue,14225.12,Blue,2.0,,
435.0,20.0,12.0,Blue,15072.37,Blue,3.0,,
435.0,21.0,12.0,Blue,14252.71,Blue,4.0,,
435.0,22.0,12.0,Blue,12818.15,Blue,5.0,,
435.0,23.0,12.0,Blue,14451.37,Blue,6.0,,
435.0,24.0,12.0,Home,,Blue,6.0,,
435.0,25.0,12.0,Blue,24764.35,Home,7.0,,
435.0,26.0,12.0,Blue,18524.55,Blue,8.0,,
440.0,16.0,10.0,Schooling,,,,,
440.0,17.0,11.0,Schooling,,Schooling,,,
440.0,18.0,12.0,Blue,,Schooling,1.0,,
440.0,19.0,12.0,Blue,18195.56,Blue,2.0,,
440.0,20.0,12.0,Blue,17878.92,Blue,3.0,,
440.0,21.0,12.0,Home,,Blue,3.0,,
440.0,22.0,12.0,Blue,19921.65,Home,4.0,,
440.0,23.0,12.0,Blue,19920.47,Blue,5.0,,
440.0,24.0,12.0,Blue,20120.34,Blue,6.0,,
440.0,25.0,12.0,Blue,21227.17,Blue,7.0,,
